ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,Fullstack-разработчик,3 000 $ на руки,"Мужчина, 38 лет","Краснодар , готов к переезду , готов к командировкам",Не указано,Опыт работы 17 лет 10 месяцев,CEO в Web Solution,Рекламное агенство полного цикла Full-cycle Internet advertising agency,"HTML-верстка, JavaScript, Разработка CMS, Управление разработкой, Веб-программирование, Веб-дизайн, JSON API, Офисная техника, VueJS, Laravel, Adobe Photoshop, MySQL, PHP5, Web-дизайн, Adobe Illustrator, Средства защиты от несанкционированного доступа, Опыт работы со средствами защиты информации, Защита персональных данных, Тестирование безопасности, Разработка политики информационной безопасности, Figma, AngularJS, Администрирование средств защиты, Администрирование серверов Linux, Опыт работы с ПО для системного обслуживания, React, Русский — Родной, Английский — A1 — Начальный","Fullstack‑разработчик с 15+ летним опытом, путь от верстальщика и UI-дизайнера до архитектурных и управленческих ролей. Работаю на стыке дизайна, логики, бизнес-аналитики и командной организации. Умею подхватывать задачи на любом этапе: от идеи до полной автоматизации и поддержки. Эффективно коммуницирую с клиентом, менеджментом и dev‑составом. Навыки и компетенции Laravel, PHP, Vue.js, JavaScript, HTML/CSS SQL / базы данных, интеграция API, проектирование архитектуры2 UI/UX, прототипирование, работа с дизайнерами и контентом Git, работа с ветками, pull request и code review Управление задачами, командная работа, техническое руководство Настройка среды, деплой, документация Глубокое понимание жизненного цикла веб-проекта Уровень владения английским языком достаточный для чтения технической документации. Портфолио: ws-pro.ru/portfolio — подборка проектов, UI и UX кейсов Могу предоставить Figma-примеры UI-дизайнов по запросу Более 100 реализованных проектов: e‑commerce, админки, порталы, презентации Достижения: Веду разработку собственного headless-решения: VUE 3 + VUE Router + Pinia + Laravel 12 + Filament Запуск и развитие собственной DEV‑студии Опыт руководства распределенными командами Настройка производственных пайплайнов в рамках агентства Разработка методологии описания digital‑услуг. Для связи номер Таиланда , либо ТГ @Neuromachine.","Иркутский государственный университет путей сообщения, Иркутск Защита информации","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/26a97be30000cda53a0039ed1f397947594d73
Кандидат,Junior/Middle(Front-end|Back-end|Fullstack),Не указано,"Мужчина, 27 лет","Омск , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 6 лет 6 месяцев,Fullstack-разработчик в Liox Cleaners,Разработка функционала для CRM системы. Оптимизация и доработка существующего функционала. Редизайн,"JavaScript, HTML5, CSS3, Node.js, ООП, PHP, MVC, PostgreSQL, MySQL, C#, React Native, Ajax, REST, Autodesk Maya, Autodesk 3ds Max, Substance Painter, Unity, Adobe Photoshop, Adobe Illustrator, Обучаемость, Грамотная речь, Git, Адаптивная верстка, БЭМ, Pixel Perfect, Русский — Родной, Английский — B1 — Средний","Профессиональные навыки и умения: - Разработка web-сайтов и приложений: Back-end (Node.js, PHP), Front-end (React, JQuery, JS). - Разработка мобильных приложений (React Native) - Верстка страниц и шаблонов любой сложности (HTML,CSS,JS). Доп. навыки в смежных сферах: - Создание игровых 3D моделей в Maya и 3ds Max. - Свободное владение Photoshop. - Знание основ игрового движка Unity. GIT: https://github.com/GallantJelly007 NPM: https://www.npmjs.com/package/jaxfis https://www.npmjs.com/package/timelex","Павлодарский государственный университет имени С. Торайгырова, Павлодар Computer Science , 7M06102 - Информационные системы; Павлодарский государственный университет имени С. Торайгырова, Павлодар Физика, математика и информационные технологий , 5B070400 - Вычислительная техника и программное обеспечение.","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/00ab532300059f64670039ed1f774b6a4d555a
Кандидат,Fullstack JS developer,2 700 $ на руки,"Мужчина, 31 год","Москва , м. Автозаводская , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 5 лет 8 месяцев,Fullstack JS developer в Dektry,"Разработка веб-приложений на базе NestJS, NextJS, Express и NodeJS, а также frontend-разработка на базе React, VanillaJS, React-Redux, Redux-Saga, и Redux-Toolkit. Работа с нейросетями, в особенности с библиотекой TensorFlowJS. Я также профессиональный пекарь печенек во время перерывов на кофе.","JavaScript, Git, Node.js, React, Typescript, NestJS, NextJS, MUI, HTML, SQL, PostgreSQL, Английский язык, Русский — Родной, Английский — B2 — Средне-продвинутый","Fullstack JS разработчик с опытом работы более 3-х лет в создании веб-приложений и backend-разработке на базе NestJS, NextJS, Express, и NodeJS. Проживаю в Польше.","Московский государственный технический университет радиотехники, электроники и автоматики, Москва Программная инженерия , Инженер в области разработки ПО","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/767206640002c042960039ed1f425339713031
Кандидат,Fullstack-разработчик,Не указано,"Женщина, Не указано","Иркутск , готова к переезду (Москва) , готова к редким командировкам",Не указано,Опыт работы 4 года 7 месяцев,Fullstack-разработчик в ООО ЯКомпания,"Платформа для автокредитования малого бизнеса. Цель: Автоматизировать процесс для масштабирования бизнеса. Результат: Сократила время обработки заявки в 5 раз, увеличила оборот компании в 10 раз. Технологии: React.js, Next.js, Node.js, PostgreSQL, Prisma.js, Carbone.js, Jest.js. Платформа для инвестирования. Цель: Увеличить прибыль за счёт сокращения пути от заявки до инвестирования. Результат: Объем инвестиций в проекты заказчика увеличился на 20%. Технологии: React, Node.js, PostgreSQL, Prisma ORM, Carbone.js, Jest.js. Платформа для бронирования мероприятий с ИИ (AI) Цель: Увеличить количество заказов. Результат: За счёт автоматизации время обработки заявки сотрудником уменьшилось в ~ 5 раз Технологии: Plasmic, JavaScript, TypeScript, MongoDB, Payload CMS Платформа для аутстаффинга с ИИ. Цель: Сократить издержки при подборе кандидатов. Результат: Время подбора кандидатов уменьшилось в 3 раза Технологии: Plasmic, JavaScript, TypeScript, MongoDB, Payload CMS.","React, PostgreSQL, Next, Manual testing, Node.js, Python, Data Analysis, HTML5, SQL, CSS3, JS, Prompt Engeneering, Deep Learning, Git, Машинное обучение, Русский — Родной","Full Stack разработчик с 4-летним опытом, с фокусом на автоматизацию процессов в FinTech. Интересуюсь DS и ML. Хакатоны • Тендерхак 2023 — 5 место (Full Stack) • ЛЦТ 2023 — 6 место (Full Stack) • SIAM 2025 — участие (DS)","УИИ Data Science, нейронные сети, машинное обучение и искусственный интеллект; 1Т Data science , Аналитик данных; Иркутский государственный университет, Иркутск Математический , Математические методы в экономике",Русский — Родной,https://hh.ru/resume/934ff6910006283ea40039ed1f47325152395a
Кандидат,Веб-разработчик,Не указано,"Мужчина, 42 года","Москва , м. Римская , готов к переезду , готов к командировкам",Не указано,Опыт работы 17 лет 10 месяцев,Fullstack разработчик. в webcolibri.ru,Full stack разработка сайтов и ландингов.,"HTML5, CSS3, SCSS, JavaScript, jQuery, Vue, Bootstrap, Gulp, Modx Revolution, PHP, MySQL, Русский — Родной, Английский — A1 — Начальный, Французский — A1 — Начальный","Отзывы https://www.weblancer.net/users/cheatmode/ Целеустремленный, ответственный, коммуникабельный. Недавние работы. https://pylori.ru/, https://mind-hunter.ru/ , https://www.ochkimania-opt.ru/ , http://nordtransspb.ru/","Московский государственный машиностроительный университет (МАМИ) Факультет информатики и систем управления , Прикладная информатика; Веб мастеринг МГТУ им. Баумана , html, css","Русский — Родной, Английский — A1 — Начальный, Французский — A1 — Начальный",https://hh.ru/resume/6fb3387c000055b71e0039ed1f736563726574
Кандидат,Backend-разработчик,Не указано,"Мужчина, 26 лет","Санкт-Петербург , м. Чёрная речка , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 4 года 1 месяц,Fullstack-разработчик в Noveo,- Разработка и обслуживание серверной части приложения - Разработка и поддержка клиентской части веб-приложения - Написание программного кода - Исправление выявленных багов,"JavaScript, jQuery, MySQL, Git, HTML5, SQL, Linux, XML, PostgreSQL, ООП, Bash, MVC, React, Python, Ajax, Английский язык, CSS, HTML, Ruby, Ruby On Rails, VueJS, Apache Kafka, Docker, CI/CD, TDD, Elasticsearch, Русский — Родной, Английский — C1 — Продвинутый",Не указано,"Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики, Санкт-Петербург Программной инженерии и компьютерной техники , Информатика и вычислительная техника (бакалавр техники и технологии)","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/7ef061b6000816ee9e0039ed1f7864364f6576
Кандидат,full stack developer,2 500 $ на руки,"Мужчина, 35 лет","Красноярск , готов к переезду , не готов к командировкам",Не указано,Опыт работы 16 лет 10 месяцев,"fullstack Developer в Самозанятый, Upwork, Удалённая работа","Laravel, Vue, Angular, React, Framework7, Vuetify, Quasar, Wordpress, TypeRocket (WP MVC Framework), Bitrix frameworks. Restful Api, SSR, SPA, Html, Css, Js, Ts, Sql, PWA, Redis, Cache, Desktop - Mobile Apps. Git, upwork, hubstaff, CI/CD. Опыт работы с многочисленными данными. Организация сервисов для очередей, работа с кэшем на стороне сервера, работа с памятью данных на стороне клиента, пагинация, глубокие поисковые запросы, интеграция с различными сервисами, такими как смс оповещения, обратный сброс-звонок для авторизации по телефону, проверка по инн, и многое другое. Формирование каталогов продукций, тегирование, индексирование, кэширование и хранение информации. Организация динамической изменения цен и получения списков продукций и поставщиков. Большой опыт в организации интернет-магазинов, административных панелей. Создание десктоп-мобильных приложений для CtC, BtC, BtB. Создание асинхронной загрузки данных, изображений и т.д. Есть опыт написание тестов и документации к проекту, или например к API. Долгое время работал удалённо с иностранными товарищами. В данный момент у нас есть своя команда из 4рёх человек. 1 - Дизайнер-архитектор бизнес решений для разработки того самого продукта для клиента, который он желает, с оптимизацией бизнес процессов и много чего. 2 - Фулстак разработчик который добавляет ко мне ещё пару рук, надёжный человек, которого иногда нужно поправлять и помогать, но в основном он может спокойно создавать CRUD системы. 3 - Наша гордость веб-мастер, который пишет код на css так, как будто это делает программа, или компилятор. Наша команда позволяет Вам создать вашу идею, нашими руками, вместе обуздать любой проект, любой сложности, начать, спроектировать, и ЗАКОНЧИТЬ его, написав документацию и при необходимости поддерживать продукт. Есть собственные железяки, хостинг, на котором мы и ведем разработку приложений, документируя все этапы в git и локально. Связь поддерживаем любую, можем и на своём движке и на телеге.","fullstack Developer Laravel, Vue, Vuetify, Quasar, Wordpress, Bitrix frameworks, Restful Api, SSR, SPA, Html, Css, Js, Ts, Sql, Desktop - Mobile Apps. Git, Русский — Родной","Laravel, Vue, Angular, React, Framework7, Vuetify, Quasar, Wordpress, TypeRocket (WP MVC Framework), Bitrix frameworks. Restful Api, SSR, SPA, Html, Css, Js, Ts, Sql, PWA, Redis, Cache, Desktop - Mobile Apps. Git, upwork, hubstaff, CI/CD. Опыт работы с многочисленными данными. Организация сервисов для очередей, работа с кэшем на стороне сервера, работа с памятью данных на стороне клиента, пагинация, глубокие поисковые запросы, интеграция с различными сервисами, такими как смс оповещения, обратный сброс-звонок для авторизации по телефону, проверка по инн, и многое другое. Формирование каталогов продукций, тегирование, индексирование, кэширование и хранение информации. Организация динамической изменения цен и получения списков продукций и поставщиков. Большой опыт в организации интернет-магазинов, административных панелей. Создание десктоп-мобильных приложений для CtC, BtC, BtB. Создание асинхронной загрузки данных, изображений и т.д. Есть опыт написание тестов и документации к проекту, или например к API. Долгое время работал удалённо с иностранными товарищами. В данный момент у нас есть своя команда из 4рёх человек. 1 - Дизайнер-архитектор бизнес решений для разработки того самого продукта для клиента, который он желает, с оптимизацией бизнес процессов и много чего. 2 - Фулстак разработчик который добавляет ко мне ещё пару рук, надёжный человек, которого иногда нужно поправлять и помогать, но в основном он может спокойно создавать CRUD системы. 3 - Наша гордость веб-мастер, который пишет код на css так, как будто это делает программа, или компилятор. Наша команда позволяет Вам создать вашу идею, нашими руками, вместе обуздать любой проект, любой сложности, начать, спроектировать, и ЗАКОНЧИТЬ его, написав документацию и при необходимости поддерживать продукт. Есть собственные железяки, хостинг, на котором мы и ведем разработку приложений, документируя все этапы в git и локально. Связь поддерживаем любую, можем и на своём движке и на телеге.","Сибирский федеральный университет, Красноярск Архитектурный-строительный , Городское Строительство и Хозяйство",Русский — Родной,https://hh.ru/resume/107002640001a900220039ed1f656a77656c36
Кандидат,Fullstack-разработчик Node.js и визуализация,300 000 ₽ на руки,"Мужчина, 36 лет","Москва , м. Университет , готов к переезду , готов к командировкам",Не указано,Опыт работы 16 лет 1 месяц,Fullstack-разработчик в РОСБАНК,"Проектирование информационных систем, разработка backend на Node.js и frontend web-сервисов для работы с персоналом, аналитики обращений в контакт-центр, юридических документов. Кроссплатформенные desktop-приложения на основе Electron framework. Mobile Web App. Нестандартные визуализации данных, проведение лекций по интерактивной графике и основам графического дизайна.","UI, UX, Проектирование пользовательских интерфейсов, Визуализация, Node.js, VueJS, Русский — Родной, Английский — C1 — Продвинутый, Немецкий — A2 — Элементарный","Знание языков и технологий: JS ES5/ES6, Node.js, Vue.js, библиотеки визуализации D3, Three.js. HTML, CSS, SQL, Python, PHP, webpack, git. Работаю с IDE, SDK и инструментами: Visual Studio Code, Xcode, Sketch, Figma, Adobe CC. Знаком с API сервисов Telegram, Google, Яндекс и др., работаю с картографическими сервисами и библиотеками (Leaflet) для визуализации географических данных. Имею опыт создания desktop-приложений на electron, а также расширений для браузера. Владею основами типографики, верстаю и рисую графические ресурсы для приложений. Интересуюсь современным и в целом изобразительным искусством. Имею опыт создания сложных анимационных роликов в Adobe Flash (Animate). Самостоятелен в работе, открыт к сотрудничеству с профессиональными командами. Имею опыт руководства командой, проведения собеседований ии лекций. Работаю с нестандартными задачами, большими и сложноорганизованными данными. Увлекаюсь генеративной графикой. Пользуюсь наработками AI для работы с данными. Отдаю предпочтение наиболее эффективным и наименее ресурсоёмким решениям, справляющимся ровно с поставленными задачами. При проектировании интерфейсов смотрю на задачу с обеих сторон: разработчика и человека, что помогает предвосхитить поведение человека и избежать случаев, когда детали интерфейса затрудняют процесс разработки. Считаю, что отличный интерфейс между человеком и машиной — это произведение искусства в области промышленного дизайна.","Петрозаводский государственный университет, Петрозаводск Математический факультет , Информационные системы и технологии (инженер); Художественная школа Художественная школа , Живопись, Графика, Композиция, Скульптура, История искусств.","Русский — Родной, Английский — C1 — Продвинутый, Немецкий — A2 — Элементарный",https://hh.ru/resume/82ac4e8400020e03a10039ed1f734951677431
Кандидат,Fullstack - разработчик (JavaScript),350 000 ₽ на руки,"Мужчина, 36 лет","Казань , готов к переезду , готов к командировкам",Не указано,Опыт работы 13 лет 7 месяцев,Fullstack - разработчик в Фриланс,"Участвовал в различных проектах как единственный разработчик, так и в составе команд Проекты: Budroom - бекенд для мобильного приложения на NestJS + Админка на VueJS openme.online - фулстек - бекенд NestJS, клиент NextJS, админка ReactJS dietamnet.ru (new.dietamnet.ru) - фулстек бекенд на GoLang + NestJS, клиент NextJS, админка ReactJS be-tg.ru (собственный проект) backend - GoLang + NestJS, фронт ReactJS 10props.com - работал как в составе команды на NestJS + Angular, так и создавал новую версию на NestJS+ReactJS И многие другие проекты, ТГ-боты, доработка бекенд/фронтенда","JavaScript, MongoDB, Linux, HTML5, Node.js, Vue.js, Git, Go, ReactJS, NextJS, REST, TypeScript, PostgreSQL, REST API, Nuxt.js, NestJS, GraphQL, Backend, Русский — Родной","Увлекся программированием в 11 лет (18 лет назад). Изучал Basic, Pascal, C, C++, писал не большие программы. Постоянно изучаю новые технологии, совершенствую те которые уже изучил. Быстро обучаем, спокоен, стрессоустойчивый. Профессиональное использование Google)) Знание ОС Windows, Linux, MacOS прилагается. Сразу отвечу на вопросы: - GoLang - использовал крайне мало, основной стек JavaScript/TypeScript как бек так и фронт. Поэтому на позицию Middle/Sinior GoLang - я не подхожу) - ReactJS (NextJS) использую с 2021 года, небольшой опыт использования Redux/MobX - Знание REST API, GraphQL - Я самоучка и не изучал никаких терминов и прочего, просто писал код) - Пока тут это написано - не покрывал код тестами, в связи с тем что были жесткие временные рамки (да я знаю что часто тесты могут сэкономить время) - Если хотите меня пригласить к Вам работать, приглашайте! Хотите узнать мои профессиональные навыки скидывайте тестовые задания) Хотите провести техническое интервью... давайте не будем тратить время?) я все равно буду отвечать на все своими словами а не так как написано в доках) на какие то вопросы не смогу ответить (хотя может спокойно оказаться что я это активно использую) Просто я честно устал от этих вопросов чем отличаются var, let, const, что такое EventLoop, однопоточный ли NodeJS, что такое Promise, какие типы данных существуют в JS и т.д. и т.п. Умею ли я писать высоконагруженные приложения?) не знаю) проекты которые таковыми должны были стать не видели нагрузки свыше 300 человек в день, а после и вовсе закрылись. Уровень английского - Google переводчик К чему у меня больше предпочтения - хочу повысить свой скил как в управлении командой, так и более глубоком изучении технологий, считаю свой уровень уверенным мидлом, не только с точки зрения как программист, а еще с точки зрения понимания бизнесовых задач, т.к. в Золотых концепциях принимал участие в создании проектов с этапа переговоров по проекту, набору команды и заканчивая его реализацией) Где хотел бы работать - предпочтений нет Что будет приоритетом при выборе компании - релокация за рубеж, но т.к. мой английский оставляет желать лучшего это не цель номер один) Ничего не имею против Ваших правил и регламентов, отнеситесь с пониманием) Спасибо)","Красногорский Оптико Электронный Колледж Прикладная Информатика , Программное обеспечение вычислительной техники и автоматизированных систем",Русский — Родной,https://hh.ru/resume/c7a5b3b900060e3c0d0039ed1f4e795a314f79
Кандидат,.NET разработчик,Не указано,"Мужчина, 30 лет","Москва , готов к переезду (Алматы, Астана) , готов к командировкам",Не указано,Опыт работы 4 года 7 месяцев,Fullstack-разработчик в Брисмани,"Разработка REST API сервисов Разработка spa + REST API приложения Доработка функционала web- приложения backoffice (верстка компонентов angular, доработка backend)","MS SQL Server, AngularJS, CSS, HTML, PostgreSQL, ASP.NET, Git, TFS, .NET, C#, Docker, ELK, Rxjs, ngneat/elf, Русский — Родной, Английский — C1 — Продвинутый, Немецкий — A1 — Начальный","Навыки: - Бэкэнд: .Net 8 - LINQ, EF, DI, gRPC, CQRS, Clean Architecture, MediatR, SOLID, микросервисная архитектура - Фронтэнд: Angular 15, rxJS, стейтменеджер ngneat/elf, Kendo UI, Angular Material - MS SQL, PostgreSQL (Dapper/EF) - DevOps - Docker, Openshift, Jenkins - Логирование - Elk, grafana + loki - Брокеры Kafka/RabbitMQ - Версионирование - Bitbucket/gitlab Обязанности - Верстка страниц/создание реактивных компонентов Angular используя rxJS, state manager - Разработка .net REST api/gRPC сервисов/доработка существующих - Рефакторинг кода - Написание Unit тестов - Оценка задач В поиске позиции FullStack/Backend разработчика.","Московский государственный технологический университет ""Станкин"", Москва Факультет информационных систем и технологий , Информационные системы и технологии","Русский — Родной, Английский — C1 — Продвинутый, Немецкий — A1 — Начальный",https://hh.ru/resume/0a9744200005a34f5f0039ed1f6134574d5578
